Score,Title,Company,Location,URL,Resume,Relocation Note,Suggestions,Status
92,Principal Software Engineer I - Distributed Systems - Elasticsearch,Elastic,Hungary,https://jobs.elastic.co/jobs?gh_jid=8002556&gh_jid=8002556,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Principal Software Engineer I - Distributed Systems - Elasticsearch,Elastic,United States,https://jobs.elastic.co/jobs?gh_jid=7982100&gh_jid=7982100,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Principal Software Engineer I - Distributed Systems - Elasticsearch,Elastic,United Kingdom,https://jobs.elastic.co/jobs?gh_jid=7982099&gh_jid=7982099,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Senior Java Developer - Distributed Systems - Elasticsearch,Elastic,Canada,https://jobs.elastic.co/jobs?gh_jid=7734579&gh_jid=7734579,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Senior Java Engineer - Distributed Systems - Elasticsearch,Elastic,Spain,https://jobs.elastic.co/jobs?gh_jid=8001192&gh_jid=8001192,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Senior Java Engineer - Distributed Systems - Elasticsearch,Elastic,United Kingdom,https://jobs.elastic.co/jobs?gh_jid=7734552&gh_jid=7734552,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Senior Java Engineer - Distributed Systems - Elasticsearch,Elastic,United States,https://jobs.elastic.co/jobs?gh_jid=7734567&gh_jid=7734567,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Senior Java Engineer - Distributed Systems - Elasticsearch,Elastic,Sweden,https://jobs.elastic.co/jobs?gh_jid=8001194&gh_jid=8001194,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Senior Java Engineer - Distributed Systems - Elasticsearch,Elastic,Greece,https://jobs.elastic.co/jobs?gh_jid=8001166&gh_jid=8001166,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Senior Java Engineer - Distributed Systems - Elasticsearch,Elastic,Hungary,https://jobs.elastic.co/jobs?gh_jid=8001185&gh_jid=8001185,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Senior Java Engineer - Distributed Systems - Elasticsearch,Elastic,Ireland,https://jobs.elastic.co/jobs?gh_jid=8001186&gh_jid=8001186,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Senior Java Engineer - Distributed Systems - Elasticsearch,Elastic,Norway,https://jobs.elastic.co/jobs?gh_jid=8001189&gh_jid=8001189,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Senior Java Engineer - Distributed Systems - Elasticsearch,Elastic,Portugal,https://jobs.elastic.co/jobs?gh_jid=8001190&gh_jid=8001190,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,Senior Java Engineer - Distributed Systems - Elasticsearch,Elastic,Romania,https://jobs.elastic.co/jobs?gh_jid=8001191&gh_jid=8001191,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: java, go, r, cloud, distributed systems — ensure these are prominent in your resume summary.",new
92,"Backend Engineer, Privy",Stripe,NYC-Privy,https://stripe.com/jobs/search?gh_jid=7235875,Kamnee_Maran_Resume_FAANG.pdf,Global remote - visa sponsorship case-by-case,"JD mentions: r, aws, distributed systems, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: rust, scala, perl, react, rails. Consider noting willingness to learn or relevant adjacent experience.",new
92,"Staff Software Engineer, Infrastructure",Airbnb,United States,https://careers.airbnb.com/positions/7702714?gh_jid=7702714,Kamnee_Maran_Resume_FAANG.pdf,Global - sponsorship for critical roles,"JD mentions: r, kafka, redis, mysql, ai — ensure these are prominent in your resume summary.; Skill gap detected: scala. Consider noting willingness to learn or relevant adjacent experience.",new
92,Senior Software Engineer ,Datadog,"Boston, Massachusetts, USA; New York, New York, USA",https://careers.datadoghq.com/detail/3851935/?gh_jid=3851935,Kamnee_Maran_Resume_FAANG.pdf,Global hiring - sponsorship possible,"JD mentions: python, go, r, architecture, kafka — ensure these are prominent in your resume summary.; Skill gap detected: cassandra. Consider noting willingness to learn or relevant adjacent experience.",new
92,Software Engineer,Coinbase,"Charlotte, NC",https://www.coinbase.com/careers/positions/8003605?gh_jid=8003605,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, aws, cloud, kubernetes — ensure these are prominent in your resume summary.; Skill gap detected: golang, scala, react. Consider noting willingness to learn or relevant adjacent experience.",new
85,"Staff Backend Engineer (Go), Continuous Delivery",GitLab,"Remote, India",https://job-boards.greenhouse.io/gitlab/jobs/8488961002,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: go, r, system design, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: rust, git, gitlab. Consider noting willingness to learn or relevant adjacent experience.",new
85,"Staff Full Stack Engineer, Reservations and Additional Products",Airbnb,"Remote, USA",https://careers.airbnb.com/positions/7763307?gh_jid=7763307,Kamnee_Maran_Resume_FAANG.pdf,Global - sponsorship for critical roles,"JD mentions: java, go, r, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: javascript, kotlin, scala, react, full stack. Consider noting willingness to learn or relevant adjacent experience.",new
85,Senior Software Engineer - AI Code Gen - Agent Engineer,Datadog,"New York, New York, USA",https://careers.datadoghq.com/detail/7107875/?gh_jid=7107875,Kamnee_Maran_Resume_FAANG.pdf,Global hiring - sponsorship possible,"JD mentions: java, python, go, r, ai — ensure these are prominent in your resume summary.; Skill gap detected: machine learning. Consider noting willingness to learn or relevant adjacent experience.",new
85,"Staff Software Engineer, Backend - Payments Platform",Coinbase,Remote - USA,https://www.coinbase.com/careers/positions/7993066?gh_jid=7993066,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, distributed systems, architecture, api — ensure these are prominent in your resume summary.; Skill gap detected: scala. Consider noting willingness to learn or relevant adjacent experience.",new
85,"Staff Software Engineer, Backend - Platform (Payment Rails)",Coinbase,Remote - USA,https://www.coinbase.com/careers/positions/7789395?gh_jid=7789395,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, distributed systems, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: rails, mentoring. Consider noting willingness to learn or relevant adjacent experience.",new
85,"Staff Software Engineer (Tech Lead, Backend - Platform (Overseer)",Coinbase,Remote - USA,https://www.coinbase.com/careers/positions/7991011?gh_jid=7991011,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, architecture, ai, api — ensure these are prominent in your resume summary.; Skill gap detected: leadership, rfc. Consider noting willingness to learn or relevant adjacent experience.",new
85,Backend Engineer,StockGro,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/backend-engineer-at-stockgro-4424704792?position=1&amp;pageNum=0&amp;refId=4Oyz4JUVuXnPSpCB7eIckw%3D%3D&amp;trackingId=sh44%2FlAu1mHXJfgTn%2BKYoA%3D%3D,Kamnee_Maran_Resume_FAANG.pdf,,"JD mentions: go, r, mysql, mongodb, rest api — ensure these are prominent in your resume summary.; Skill gap detected: golang, scala, postgresql. Consider noting willingness to learn or relevant adjacent experience.",new
85,Software Engineer,mailercloud,"Kozhikode, Kerala, India",https://in.linkedin.com/jobs/view/software-engineer-at-mailercloud-4427920806?position=10&amp;pageNum=0&amp;refId=4Oyz4JUVuXnPSpCB7eIckw%3D%3D&amp;trackingId=7CLz7Pp93UCLdnN98vZvcg%3D%3D,Kamnee_Maran_Resume_FAANG.pdf,,"JD mentions: go, r, cloud, docker, microservices — ensure these are prominent in your resume summary.; Skill gap detected: php, vue, leadership, frontend, full stack. Consider noting willingness to learn or relevant adjacent experience.",new
85,Software Engineer,Deloitte,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/software-engineer-at-deloitte-4414036083?position=10&amp;pageNum=0&amp;refId=HQv4kuPPIkXWwz9cFu1%2B4A%3D%3D&amp;trackingId=JAxsWJNxSLk62xLcd9q9Pg%3D%3D,Kamnee_Maran_Resume_FAANG.pdf,,"JD mentions: java, go, r, aws, cloud — ensure these are prominent in your resume summary.; Skill gap detected: scala, react, angular, spring, spring boot. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Staff Backend Engineer (Ruby on Rails/AI), Verify",GitLab,"Remote, United Kingdom",https://job-boards.greenhouse.io/gitlab/jobs/8448283002,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: go, r, ci/cd, ai, backend — ensure these are prominent in your resume summary.; Skill gap detected: rust, ruby, rails, gitlab ci, git. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Staff Backend Engineer, SSCS: AI Governance",GitLab,"Remote, India",https://job-boards.greenhouse.io/gitlab/jobs/8480531002,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: go, r, architecture, ai, backend — ensure these are prominent in your resume summary.; Skill gap detected: rust, git, gitlab, erp. Consider noting willingness to learn or relevant adjacent experience.",new
78,Senior Developer Advocate (Video Content Creator),Elastic,United Kingdom,https://jobs.elastic.co/jobs?gh_jid=7190130&gh_jid=7190130,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: r, cloud, elasticsearch, ai, database — ensure these are prominent in your resume summary.; Skill gap detected: git, github. Consider noting willingness to learn or relevant adjacent experience.",new
78,Fraud Intelligence Lead,Airbnb,United States ,https://careers.airbnb.com/positions/8013185?gh_jid=8013185,Kamnee_Maran_Resume_FAANG.pdf,Global - sponsorship for critical roles,"JD mentions: python, r, ai, sql, api — ensure these are prominent in your resume summary.; Skill gap detected: rust, scala. Consider noting willingness to learn or relevant adjacent experience.",new
78,Operations Data & Technology Strategy Lead,Airbnb,United States ,https://careers.airbnb.com/positions/7724155?gh_jid=7724155,Kamnee_Maran_Resume_FAANG.pdf,Global - sponsorship for critical roles,"JD mentions: go, r, system design, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: rust. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Principal Software Engineer, Performance",Airbnb,Remote-US,https://careers.airbnb.com/positions/7826679?gh_jid=7826679,Kamnee_Maran_Resume_FAANG.pdf,Global - sponsorship for critical roles,"JD mentions: go, r, ai, api, backend — ensure these are prominent in your resume summary.; Skill gap detected: react, full stack. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Senior Full-Stack Engineer, App Experience and Frameworks (Frontend-Heavy)",Airbnb,China,https://careers.airbnb.com/positions/7551863?gh_jid=7551863,Kamnee_Maran_Resume_FAANG.pdf,Global - sponsorship for critical roles,"JD mentions: go, r, ai, api, backend — ensure these are prominent in your resume summary.; Skill gap detected: scala, frontend. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Senior Software Engineer, Infrastructure",Airbnb,Brazil,https://careers.airbnb.com/positions/7490348?gh_jid=7490348,Kamnee_Maran_Resume_FAANG.pdf,Global - sponsorship for critical roles,"JD mentions: go, r, ci/cd, ai, backend — ensure these are prominent in your resume summary.",new
78,"Senior Staff Software Engineer, Network Infrastructure",Airbnb,Remote - USA,https://careers.airbnb.com/positions/7600470?gh_jid=7600470,Kamnee_Maran_Resume_FAANG.pdf,Global - sponsorship for critical roles,"JD mentions: go, r, cloud, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: scala. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Frontend Product Software Engineer, Design Systems",Dropbox,Remote - Mexico,https://jobs.dropbox.com/listing/7862086?gh_jid=7862086,Kamnee_Maran_Resume_FAANG.pdf,Virtual First - limited sponsorship,"JD mentions: go, r, architecture, ai, api — ensure these are prominent in your resume summary.; Skill gap detected: scala, leadership, frontend. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Principal Engineer, Identity & Engagement",Dropbox,Remote - Canada: Select locations,https://jobs.dropbox.com/listing/7739559?gh_jid=7739559,Kamnee_Maran_Resume_FAANG.pdf,Virtual First - limited sponsorship,"JD mentions: go, r, architecture, ai, api — ensure these are prominent in your resume summary.; Skill gap detected: rust, scala, leadership, erp. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Principal Engineer, Identity & Engagement",Dropbox,Remote - US: Select locations,https://jobs.dropbox.com/listing/7739556?gh_jid=7739556,Kamnee_Maran_Resume_FAANG.pdf,Virtual First - limited sponsorship,"JD mentions: go, r, architecture, ai, api — ensure these are prominent in your resume summary.; Skill gap detected: rust, scala, leadership, erp. Consider noting willingness to learn or relevant adjacent experience.",new
78,SaaS Engineer,Dropbox,Remote - Mexico,https://jobs.dropbox.com/listing/7773571?gh_jid=7773571,Kamnee_Maran_Resume_FAANG.pdf,Virtual First - limited sponsorship,"JD mentions: python, go, r, aws, ci/cd — ensure these are prominent in your resume summary.; Skill gap detected: scala, bash, shell, erp. Consider noting willingness to learn or relevant adjacent experience.",new
78,Senior Infrastructure Security Engineer,Dropbox,Remote - Canada: Select locations,https://jobs.dropbox.com/listing/7967468?gh_jid=7967468,Kamnee_Maran_Resume_FAANG.pdf,Virtual First - limited sponsorship,"JD mentions: r, cloud, kubernetes, ai, api — ensure these are prominent in your resume summary.; Skill gap detected: rust, git. Consider noting willingness to learn or relevant adjacent experience.",new
78,Senior Infrastructure Security Engineer,Dropbox,Remote - US: Select locations,https://jobs.dropbox.com/listing/7967465?gh_jid=7967465,Kamnee_Maran_Resume_FAANG.pdf,Virtual First - limited sponsorship,"JD mentions: r, cloud, kubernetes, ai, api — ensure these are prominent in your resume summary.; Skill gap detected: rust, git. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Senior Infrastructure Software Engineer, Storage Core",Dropbox,Remote - Canada: Select locations,https://jobs.dropbox.com/listing/8008893?gh_jid=8008893,Kamnee_Maran_Resume_FAANG.pdf,Virtual First - limited sponsorship,"JD mentions: go, r, distributed systems, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: rust, scala, leadership. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Senior Infrastructure Software Engineer, Storage Core",Dropbox,Remote - US: Select locations,https://jobs.dropbox.com/listing/8008890?gh_jid=8008890,Kamnee_Maran_Resume_FAANG.pdf,Virtual First - limited sponsorship,"JD mentions: go, r, distributed systems, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: rust, scala, leadership. Consider noting willingness to learn or relevant adjacent experience.",new
78,Systems Automation & Integration Engineer,Dropbox,Remote - Poland,https://jobs.dropbox.com/listing/7872754?gh_jid=7872754,Kamnee_Maran_Resume_FAANG.pdf,Virtual First - limited sponsorship,"JD mentions: java, r, cloud, ai, api — ensure these are prominent in your resume summary.; Skill gap detected: javascript, scala, soap, leadership, oracle. Consider noting willingness to learn or relevant adjacent experience.",new
78,Systems Automation & Integration Engineer,Dropbox,Remote - Mexico,https://jobs.dropbox.com/listing/7872752?gh_jid=7872752,Kamnee_Maran_Resume_FAANG.pdf,Virtual First - limited sponsorship,"JD mentions: java, r, cloud, ai, api — ensure these are prominent in your resume summary.; Skill gap detected: javascript, scala, soap, leadership, oracle. Consider noting willingness to learn or relevant adjacent experience.",new
78,Senior Software Engineer - Code Gen,Datadog,"New York, New York, USA",https://careers.datadoghq.com/detail/7993198/?gh_jid=7993198,Kamnee_Maran_Resume_FAANG.pdf,Global hiring - sponsorship possible,"JD mentions: r, cloud, distributed systems, architecture, ai — ensure these are prominent in your resume summary.",new
78,Senior Software Engineer - Environments Accelerator,Datadog,"Denver, Colorado, USA; New York, New York, USA",https://careers.datadoghq.com/detail/7966967/?gh_jid=7966967,Kamnee_Maran_Resume_FAANG.pdf,Global hiring - sponsorship possible,"JD mentions: r, cloud, kubernetes, ai, api — ensure these are prominent in your resume summary.",new
78,Senior Software Engineer - Infrastructure R&D,Datadog,"Denver, Colorado, USA; New York, New York, USA",https://careers.datadoghq.com/detail/7967161/?gh_jid=7967161,Kamnee_Maran_Resume_FAANG.pdf,Global hiring - sponsorship possible,"JD mentions: r, cloud, kubernetes, ai, api — ensure these are prominent in your resume summary.",new
78,Senior Software Engineer,Coinbase,Remote - USA,https://www.coinbase.com/careers/positions/7961318?gh_jid=7961318,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, ai, api, backend — ensure these are prominent in your resume summary.; Skill gap detected: typescript, scala, react, rails, frontend. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Senior Software Engineer, Backend (Consumer - Risk)",Coinbase,Remote - Canada,https://www.coinbase.com/careers/positions/7930686?gh_jid=7930686,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, architecture, ai, backend — ensure these are prominent in your resume summary.; Skill gap detected: scala, react, leadership. Consider noting willingness to learn or relevant adjacent experience.",new
78,Senior Software Engineer (EAA),Coinbase,Remote - USA,https://www.coinbase.com/careers/positions/7483221?gh_jid=7483221,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, cloud, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: golang, react, erp. Consider noting willingness to learn or relevant adjacent experience.",new
78,Senior Software Engineer - Trading,Coinbase,Remote - Singapore,https://www.coinbase.com/careers/positions/7866674?gh_jid=7866674,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, system design, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: mentoring. Consider noting willingness to learn or relevant adjacent experience.",new
78,Senior Staff Software Engineer - Blockchain Platform,Coinbase,Remote - USA,https://www.coinbase.com/careers/positions/7366208?gh_jid=7366208,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, architecture, ai, api — ensure these are prominent in your resume summary.",new
78,"Senior Staff Software Engineer, Data Platform",Coinbase,Remote - USA,https://www.coinbase.com/careers/positions/7711287?gh_jid=7711287,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, distributed systems, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: leadership. Consider noting willingness to learn or relevant adjacent experience.",new
78,"Staff Software Engineer, Backend (Consumer - Risk)",Coinbase,Remote - Canada,https://www.coinbase.com/careers/positions/7990660?gh_jid=7990660,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, architecture, ai, backend — ensure these are prominent in your resume summary.; Skill gap detected: scala. Consider noting willingness to learn or relevant adjacent experience.",new
78,Staff Software Engineer (Platform - FinEng),Coinbase,Remote - USA,https://www.coinbase.com/careers/positions/7773776?gh_jid=7773776,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, cloud, architecture, backend — ensure these are prominent in your resume summary.; Skill gap detected: golang. Consider noting willingness to learn or relevant adjacent experience.",new
78,Staff Software Engineer - Trading,Coinbase,Remote - Singapore,https://www.coinbase.com/careers/positions/7866623?gh_jid=7866623,Kamnee_Maran_Resume_FAANG.pdf,Remote - US/global roles with limited sponsorship,"JD mentions: go, r, system design, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: mentoring. Consider noting willingness to learn or relevant adjacent experience.",new
78,Backend Engineer (SDE II) - India,Syfe,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/backend-engineer-sde-ii-india-at-syfe-4409793191?position=2&amp;pageNum=0&amp;refId=4Oyz4JUVuXnPSpCB7eIckw%3D%3D&amp;trackingId=5Zz6N9Kwjtv%2FMFxjo7oxWA%3D%3D,Kamnee_Maran_Resume_FAANG.pdf,,"JD mentions: go, r, distributed systems, architecture, ai — ensure these are prominent in your resume summary.; Skill gap detected: rust, git. Consider noting willingness to learn or relevant adjacent experience.",new
78,Backend Engineer,Igloo,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/backend-engineer-at-igloo-4412888837?position=3&amp;pageNum=0&amp;refId=4Oyz4JUVuXnPSpCB7eIckw%3D%3D&amp;trackingId=srnVcwWSEl%2FwARmMa486jg%3D%3D,Kamnee_Maran_Resume_FAANG.pdf,,"JD mentions: r, architecture, ci/cd, devops, ai — ensure these are prominent in your resume summary.; Skill gap detected: scala, git. Consider noting willingness to learn or relevant adjacent experience.",new
70,"Senior Backend Engineer(Go), Continuous Delivery",GitLab,"Remote, India",https://job-boards.greenhouse.io/gitlab/jobs/8488966002,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: go, r, ai, backend — ensure these are prominent in your resume summary.; Skill gap detected: rust, git, gitlab. Consider noting willingness to learn or relevant adjacent experience.",new
70,"Senior Manager, Engagement Management",GitLab,"Remote, EMEA",https://job-boards.greenhouse.io/gitlab/jobs/8476671002,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: go, r, ai, api — ensure these are prominent in your resume summary.; Skill gap detected: rust, leadership, git, gitlab, erp. Consider noting willingness to learn or relevant adjacent experience.",new
70,"Staff Backend Engineer, Gitlab Delivery: Upgrades",GitLab,"Remote, India",https://job-boards.greenhouse.io/gitlab/jobs/8463922002,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: r, cloud, ai, backend — ensure these are prominent in your resume summary.; Skill gap detected: rust, git, gitlab. Consider noting willingness to learn or relevant adjacent experience.",new
70,"Staff Backend Engineer,  Software Supply Chain Security",GitLab,"Remote, India",https://job-boards.greenhouse.io/gitlab/jobs/8480559002,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: r, architecture, ai, backend — ensure these are prominent in your resume summary.; Skill gap detected: rust, git, gitlab, erp. Consider noting willingness to learn or relevant adjacent experience.",new
70,"Staff Infrastructure Security Engineer (APAC, EMEA, or US)",GitLab,"Remote, APAC; Remote, EMEA; Remote, US",https://job-boards.greenhouse.io/gitlab/jobs/8514960002,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: go, r, cloud, ai — ensure these are prominent in your resume summary.; Skill gap detected: rust, git, gitlab. Consider noting willingness to learn or relevant adjacent experience.",new
70,Senior Developer Advocate,Elastic,Spain,https://jobs.elastic.co/jobs?gh_jid=7190138&gh_jid=7190138,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: r, cloud, elasticsearch, ai — ensure these are prominent in your resume summary.",new
70,Senior Developer Advocate,Elastic,The Netherlands,https://jobs.elastic.co/jobs?gh_jid=7445210&gh_jid=7445210,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: r, cloud, elasticsearch, ai — ensure these are prominent in your resume summary.; Skill gap detected: git, github. Consider noting willingness to learn or relevant adjacent experience.",new
70,Senior Solution Architect,Elastic,Denmark,https://jobs.elastic.co/jobs?gh_jid=7817941&gh_jid=7817941,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: go, r, cloud, ai — ensure these are prominent in your resume summary.; Skill gap detected: rust. Consider noting willingness to learn or relevant adjacent experience.",new
70,"Senior Solution Architect, Mumbai",Elastic,"Mumbai, India",https://jobs.elastic.co/jobs?gh_jid=7817945&gh_jid=7817945,Kamnee_Maran_Resume_FAANG.pdf,100% remote - no visa needed,"JD mentions: go, r, cloud, ai — ensure these are prominent in your resume summary.; Skill gap detected: rust. Consider noting willingness to learn or relevant adjacent experience.",new
